Evaluation,Model,Parameter,Accuracy
1,SVM,"gamma=1e-09, coef0=0, C=0.01, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, gamma=1e-08, C=0.01, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, C=0.01, gamma=1e-07, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, C=0.01, gamma=1e-06, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, gamma=1e-05, C=0.01, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, C=0.01, kernel=rbf, gamma=0.0001, degree=2",0.5357142857142857
1,SVM,"coef0=0, C=0.01, gamma=0.001, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"gamma=0.01, coef0=0, C=0.01, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, C=0.01, kernel=rbf, gamma=0.1, degree=2",0.5357142857142857
1,SVM,"coef0=0, C=0.01, kernel=rbf, degree=2, gamma=1.0",0.5357142857142857
1,SVM,"gamma=10.0, coef0=0, C=0.01, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"gamma=100.0, coef0=0, C=0.01, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"gamma=1000.0, coef0=0, C=0.01, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"gamma=1e-09, coef0=0, kernel=rbf, degree=2, C=0.1",0.5357142857142857
1,SVM,"coef0=0, gamma=1e-08, kernel=rbf, degree=2, C=0.1",0.5357142857142857
1,SVM,"coef0=0, gamma=1e-07, kernel=rbf, degree=2, C=0.1",0.5357142857142857
1,SVM,"coef0=0, gamma=1e-06, kernel=rbf, degree=2, C=0.1",0.5357142857142857
1,SVM,"coef0=0, gamma=1e-05, kernel=rbf, degree=2, C=0.1",0.5357142857142857
1,SVM,"coef0=0, kernel=rbf, gamma=0.0001, degree=2, C=0.1",0.5357142857142857
1,SVM,"coef0=0, gamma=0.001, kernel=rbf, degree=2, C=0.1",0.5357142857142857
1,SVM,"gamma=0.01, coef0=0, kernel=rbf, degree=2, C=0.1",0.5357142857142857
1,SVM,"coef0=0, kernel=rbf, gamma=0.1, degree=2, C=0.1",0.5357142857142857
1,SVM,"coef0=0, kernel=rbf, degree=2, C=0.1, gamma=1.0",0.5357142857142857
1,SVM,"gamma=10.0, coef0=0, kernel=rbf, degree=2, C=0.1",0.5357142857142857
1,SVM,"gamma=100.0, coef0=0, kernel=rbf, degree=2, C=0.1",0.5357142857142857
1,SVM,"gamma=1000.0, coef0=0, kernel=rbf, degree=2, C=0.1",0.5357142857142857
1,SVM,"gamma=1e-09, coef0=0, C=1.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, C=1.0, gamma=1e-08, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, C=1.0, gamma=1e-07, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, C=1.0, gamma=1e-06, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, gamma=1e-05, C=1.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, C=1.0, kernel=rbf, gamma=0.0001, degree=2",0.5357142857142857
1,SVM,"coef0=0, C=1.0, gamma=0.001, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"gamma=0.01, coef0=0, C=1.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, C=1.0, kernel=rbf, gamma=0.1, degree=2",0.5357142857142857
1,SVM,"coef0=0, C=1.0, kernel=rbf, degree=2, gamma=1.0",0.5357142857142857
1,SVM,"gamma=10.0, coef0=0, C=1.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"gamma=100.0, coef0=0, C=1.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"gamma=1000.0, coef0=0, C=1.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"gamma=1e-09, coef0=0, C=10.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, gamma=1e-08, C=10.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, gamma=1e-07, C=10.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, gamma=1e-06, C=10.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, gamma=1e-05, C=10.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, C=10.0, kernel=rbf, gamma=0.0001, degree=2",0.5357142857142857
1,SVM,"coef0=0, gamma=0.001, C=10.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"gamma=0.01, coef0=0, C=10.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, C=10.0, kernel=rbf, gamma=0.1, degree=2",0.5357142857142857
1,SVM,"coef0=0, C=10.0, kernel=rbf, degree=2, gamma=1.0",0.5357142857142857
1,SVM,"gamma=10.0, coef0=0, C=10.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"gamma=100.0, coef0=0, C=10.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"gamma=1000.0, coef0=0, C=10.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"gamma=1e-09, coef0=0, C=100.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, gamma=1e-08, C=100.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, gamma=1e-07, C=100.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, gamma=1e-06, C=100.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, gamma=1e-05, C=100.0, kernel=rbf, degree=2",0.5357142857142857
1,SVM,"coef0=0, C=100.0, kernel=rbf, gamma=0.0001, degree=2",0.5357142857142857
