Evaluation,Model,Parameter,Accuracy
1,SVM,"gamma=1e-09, kernel=rbf, coef0=0, C=0.01, degree=2",0.5357142857142857
1,SVM,"gamma=1e-08, kernel=rbf, coef0=0, C=0.01, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, gamma=1e-07, coef0=0, C=0.01, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, gamma=1e-06, coef0=0, C=0.01, degree=2",0.5357142857142857
1,SVM,"gamma=1e-05, kernel=rbf, coef0=0, C=0.01, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, coef0=0, gamma=0.0001, C=0.01, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, gamma=0.001, coef0=0, C=0.01, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, coef0=0, C=0.01, gamma=0.01, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, gamma=0.1, coef0=0, C=0.01, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, coef0=0, gamma=1.0, C=0.01, degree=2",0.5357142857142857
1,SVM,"gamma=10.0, kernel=rbf, coef0=0, C=0.01, degree=2",0.5357142857142857
1,SVM,"gamma=100.0, kernel=rbf, coef0=0, C=0.01, degree=2",0.5357142857142857
1,SVM,"gamma=1000.0, kernel=rbf, coef0=0, C=0.01, degree=2",0.5357142857142857
1,SVM,"C=0.1, gamma=1e-09, kernel=rbf, coef0=0, degree=2",0.5357142857142857
1,SVM,"C=0.1, gamma=1e-08, kernel=rbf, coef0=0, degree=2",0.5357142857142857
1,SVM,"C=0.1, kernel=rbf, gamma=1e-07, coef0=0, degree=2",0.5357142857142857
1,SVM,"C=0.1, kernel=rbf, gamma=1e-06, coef0=0, degree=2",0.5357142857142857
1,SVM,"C=0.1, gamma=1e-05, kernel=rbf, coef0=0, degree=2",0.5357142857142857
1,SVM,"C=0.1, kernel=rbf, coef0=0, gamma=0.0001, degree=2",0.5357142857142857
1,SVM,"C=0.1, kernel=rbf, gamma=0.001, coef0=0, degree=2",0.5357142857142857
1,SVM,"C=0.1, kernel=rbf, coef0=0, gamma=0.01, degree=2",0.5357142857142857
1,SVM,"C=0.1, kernel=rbf, gamma=0.1, coef0=0, degree=2",0.5357142857142857
1,SVM,"C=0.1, kernel=rbf, coef0=0, gamma=1.0, degree=2",0.5357142857142857
1,SVM,"C=0.1, gamma=10.0, kernel=rbf, coef0=0, degree=2",0.5357142857142857
1,SVM,"C=0.1, gamma=100.0, kernel=rbf, coef0=0, degree=2",0.5357142857142857
1,SVM,"C=0.1, gamma=1000.0, kernel=rbf, coef0=0, degree=2",0.5357142857142857
1,SVM,"gamma=1e-09, kernel=rbf, coef0=0, C=1.0, degree=2",0.5357142857142857
1,SVM,"gamma=1e-08, kernel=rbf, coef0=0, C=1.0, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, gamma=1e-07, coef0=0, C=1.0, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, gamma=1e-06, coef0=0, C=1.0, degree=2",0.5357142857142857
1,SVM,"gamma=1e-05, kernel=rbf, coef0=0, C=1.0, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, coef0=0, gamma=0.0001, C=1.0, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, gamma=0.001, coef0=0, C=1.0, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, coef0=0, C=1.0, gamma=0.01, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, gamma=0.1, coef0=0, C=1.0, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, coef0=0, gamma=1.0, C=1.0, degree=2",0.5357142857142857
1,SVM,"gamma=10.0, kernel=rbf, coef0=0, C=1.0, degree=2",0.5357142857142857
1,SVM,"gamma=100.0, kernel=rbf, coef0=0, C=1.0, degree=2",0.5357142857142857
1,SVM,"gamma=1000.0, kernel=rbf, coef0=0, C=1.0, degree=2",0.5357142857142857
1,SVM,"gamma=1e-09, kernel=rbf, coef0=0, C=10.0, degree=2",0.5357142857142857
1,SVM,"gamma=1e-08, kernel=rbf, coef0=0, C=10.0, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, gamma=1e-07, coef0=0, C=10.0, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, gamma=1e-06, coef0=0, C=10.0, degree=2",0.5357142857142857
1,SVM,"gamma=1e-05, kernel=rbf, coef0=0, C=10.0, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, coef0=0, gamma=0.0001, C=10.0, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, gamma=0.001, coef0=0, C=10.0, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, coef0=0, C=10.0, gamma=0.01, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, gamma=0.1, coef0=0, C=10.0, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, coef0=0, gamma=1.0, C=10.0, degree=2",0.5357142857142857
1,SVM,"gamma=10.0, kernel=rbf, coef0=0, C=10.0, degree=2",0.5357142857142857
1,SVM,"gamma=100.0, kernel=rbf, coef0=0, C=10.0, degree=2",0.5357142857142857
1,SVM,"gamma=1000.0, kernel=rbf, coef0=0, C=10.0, degree=2",0.5357142857142857
1,SVM,"gamma=1e-09, kernel=rbf, coef0=0, C=100.0, degree=2",0.5357142857142857
1,SVM,"gamma=1e-08, kernel=rbf, coef0=0, C=100.0, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, gamma=1e-07, coef0=0, C=100.0, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, gamma=1e-06, coef0=0, C=100.0, degree=2",0.5357142857142857
1,SVM,"gamma=1e-05, kernel=rbf, coef0=0, C=100.0, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, coef0=0, gamma=0.0001, C=100.0, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, gamma=0.001, coef0=0, C=100.0, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, coef0=0, C=100.0, gamma=0.01, degree=2",0.5357142857142857
1,SVM,"kernel=rbf, gamma=0.1, coef0=0, C=100.0, degree=2",0.5357142857142857
