Evaluation,Model,Parameter,Accuracy
1,ANN,"learning_rate=decrease, use_transfer_learning=True, neuron1=100, model=1, use_svm=True, neuron2=100, layers=3",0.5357142857142857
1,ANN,"learning_rate=decrease, use_svm=False, use_transfer_learning=True, neuron1=100, model=1, neuron2=100, layers=3",0.5357143070016589
1,ANN,"use_transfer_learning=True, neuron1=100, model=1, learning_rate=clr, use_svm=True, neuron2=100, layers=3",0.5357142857142857
1,ANN,"use_svm=False, use_transfer_learning=True, neuron1=100, model=1, learning_rate=clr, neuron2=100, layers=3",0.5357143070016589
1,ANN,"layers=6, learning_rate=decrease, use_transfer_learning=True, neuron1=100, model=1, use_svm=True, neuron2=100",0.5357142857142857
1,ANN,"layers=6, learning_rate=decrease, use_svm=False, use_transfer_learning=True, neuron1=100, model=1, neuron2=100",0.5357143070016589
1,ANN,"layers=6, use_transfer_learning=True, neuron1=100, model=1, learning_rate=clr, use_svm=True, neuron2=100",0.49999999999999994
1,ANN,"layers=6, use_svm=False, use_transfer_learning=True, neuron1=100, model=1, learning_rate=clr, neuron2=100",0.4642857291868755
1,ANN,"learning_rate=decrease, layers=8, use_transfer_learning=True, neuron1=100, model=1, use_svm=True, neuron2=100",0.5357142857142857
1,ANN,"learning_rate=decrease, use_svm=False, layers=8, use_transfer_learning=True, neuron1=100, model=1, neuron2=100",0.5357143070016589
1,ANN,"layers=8, use_transfer_learning=True, neuron1=100, model=1, learning_rate=clr, use_svm=True, neuron2=100",0.5
1,ANN,"use_svm=False, layers=8, use_transfer_learning=True, neuron1=100, model=1, learning_rate=clr, neuron2=100",0.3928571566939354
1,ANN,"learning_rate=decrease, use_transfer_learning=True, neuron1=100, model=1, neuron2=200, use_svm=True, layers=3",0.5357142857142857
1,ANN,"learning_rate=decrease, use_svm=False, use_transfer_learning=True, neuron1=100, model=1, neuron2=200, layers=3",0.5357143070016589
1,ANN,"use_transfer_learning=True, neuron1=100, model=1, neuron2=200, learning_rate=clr, use_svm=True, layers=3",0.5357142857142857
1,ANN,"use_svm=False, use_transfer_learning=True, neuron1=100, model=1, neuron2=200, learning_rate=clr, layers=3",0.5357143070016589
1,ANN,"layers=6, learning_rate=decrease, use_transfer_learning=True, neuron1=100, model=1, neuron2=200, use_svm=True",0.5357142857142857
1,ANN,"layers=6, learning_rate=decrease, use_svm=False, use_transfer_learning=True, neuron1=100, model=1, neuron2=200",0.5357143070016589
1,ANN,"layers=6, use_transfer_learning=True, neuron1=100, model=1, neuron2=200, learning_rate=clr, use_svm=True",0.5357142857142857
1,ANN,"layers=6, use_svm=False, use_transfer_learning=True, neuron1=100, model=1, neuron2=200, learning_rate=clr",0.4642857291868755
1,ANN,"learning_rate=decrease, layers=8, use_transfer_learning=True, neuron1=100, model=1, neuron2=200, use_svm=True",0.5357142857142857
1,ANN,"learning_rate=decrease, use_svm=False, layers=8, use_transfer_learning=True, neuron1=100, model=1, neuron2=200",0.5357143070016589
1,ANN,"layers=8, use_transfer_learning=True, neuron1=100, model=1, neuron2=200, learning_rate=clr, use_svm=True",0.42857142857142855
1,ANN,"use_svm=False, layers=8, use_transfer_learning=True, neuron1=100, model=1, neuron2=200, learning_rate=clr",0.4285714402794838
1,ANN,"learning_rate=decrease, use_transfer_learning=True, model=1, neuron1=128, use_svm=True, neuron2=100, layers=3",0.5357142857142857
1,ANN,"learning_rate=decrease, use_svm=False, use_transfer_learning=True, model=1, neuron1=128, neuron2=100, layers=3",0.5357143070016589
1,ANN,"use_transfer_learning=True, model=1, learning_rate=clr, neuron1=128, use_svm=True, neuron2=100, layers=3",0.5357142857142857
1,ANN,"use_svm=False, use_transfer_learning=True, model=1, learning_rate=clr, neuron1=128, neuron2=100, layers=3",0.5357143070016589
1,ANN,"layers=6, learning_rate=decrease, use_transfer_learning=True, model=1, neuron1=128, use_svm=True, neuron2=100",0.5357142857142857
1,ANN,"layers=6, learning_rate=decrease, use_svm=False, use_transfer_learning=True, model=1, neuron1=128, neuron2=100",0.5357143070016589
1,ANN,"layers=6, use_transfer_learning=True, model=1, learning_rate=clr, neuron1=128, use_svm=True, neuron2=100",0.5357142857142857
1,ANN,"layers=6, use_svm=False, use_transfer_learning=True, model=1, learning_rate=clr, neuron1=128, neuron2=100",0.5000000180942672
1,ANN,"learning_rate=decrease, layers=8, use_transfer_learning=True, model=1, neuron1=128, use_svm=True, neuron2=100",0.5357142857142857
1,ANN,"learning_rate=decrease, use_svm=False, layers=8, use_transfer_learning=True, model=1, neuron1=128, neuron2=100",0.5357143070016589
1,ANN,"layers=8, use_transfer_learning=True, model=1, learning_rate=clr, neuron1=128, use_svm=True, neuron2=100",0.5357142857142857
1,ANN,"use_svm=False, layers=8, use_transfer_learning=True, model=1, learning_rate=clr, neuron1=128, neuron2=100",0.5000000180942672
1,ANN,"learning_rate=decrease, use_transfer_learning=True, model=1, neuron2=200, neuron1=128, use_svm=True, layers=3",0.5357142857142857
1,ANN,"learning_rate=decrease, use_svm=False, use_transfer_learning=True, model=1, neuron2=200, neuron1=128, layers=3",0.5357143070016589
1,ANN,"use_transfer_learning=True, model=1, neuron2=200, learning_rate=clr, neuron1=128, use_svm=True, layers=3",0.5357142857142857
1,ANN,"use_svm=False, use_transfer_learning=True, model=1, neuron2=200, learning_rate=clr, neuron1=128, layers=3",0.5357143070016589
1,ANN,"layers=6, learning_rate=decrease, use_transfer_learning=True, model=1, neuron2=200, neuron1=128, use_svm=True",0.5357142857142857
1,ANN,"layers=6, learning_rate=decrease, use_svm=False, use_transfer_learning=True, model=1, neuron2=200, neuron1=128",0.5357143070016589
1,ANN,"layers=6, use_transfer_learning=True, model=1, neuron2=200, learning_rate=clr, neuron1=128, use_svm=True",0.5357142857142857
1,ANN,"layers=6, use_svm=False, use_transfer_learning=True, model=1, neuron2=200, learning_rate=clr, neuron1=128",0.4642857291868755
1,ANN,"learning_rate=decrease, layers=8, use_transfer_learning=True, model=1, neuron2=200, neuron1=128, use_svm=True",0.5357142857142857
1,ANN,"learning_rate=decrease, use_svm=False, layers=8, use_transfer_learning=True, model=1, neuron2=200, neuron1=128",0.5357143070016589
1,ANN,"layers=8, use_transfer_learning=True, model=1, neuron2=200, learning_rate=clr, neuron1=128, use_svm=True",0.5357142857142857
