Evaluation,Model,Parameter,Accuracy
1,ANN,"learning_rate=decrease, use_svm=True, model=1, use_transfer_learning=True, layers=6, neuron1=200, neuron2=100",0.4614855570839065
1,Baseline,,0.5006877579092159
2,ANN,"learning_rate=decrease, use_svm=True, model=1, use_transfer_learning=True, layers=6, neuron1=200, neuron2=100",0.45973847212663455
2,Baseline,,0.5010323468685478
3,ANN,"learning_rate=decrease, use_svm=True, model=1, use_transfer_learning=True, layers=6, neuron1=200, neuron2=100",0.4849726775956284
3,Baseline,,0.5013661202185792
4,ANN,"learning_rate=decrease, use_svm=True, model=1, use_transfer_learning=True, layers=6, neuron1=200, neuron2=100",0.4979702300405954
4,Baseline,,0.4993234100135318
5,ANN,"learning_rate=decrease, use_svm=True, model=1, use_transfer_learning=True, layers=6, neuron1=200, neuron2=100",0.46593255333792155
5,Baseline,,0.5010323468685478
6,ANN,"learning_rate=decrease, use_svm=True, model=1, use_transfer_learning=True, layers=6, neuron1=200, neuron2=100",0.48830811554332876
6,Baseline,,0.5006877579092159
7,ANN,"learning_rate=decrease, use_svm=True, model=1, use_transfer_learning=True, layers=6, neuron1=200, neuron2=100",0.49759119064005497
7,Baseline,,0.5010323468685478
8,ANN,"learning_rate=decrease, use_svm=True, model=1, use_transfer_learning=True, layers=6, neuron1=200, neuron2=100",0.45629731589814176
8,Baseline,,0.5010323468685478
9,ANN,"learning_rate=decrease, use_svm=True, model=1, use_transfer_learning=True, layers=6, neuron1=200, neuron2=100",0.4700619408121129
9,Baseline,,0.5010323468685478
10,ANN,"learning_rate=decrease, use_svm=True, model=1, use_transfer_learning=True, layers=6, neuron1=200, neuron2=100",0.4604267033723331
10,Baseline,,0.5010323468685478
11,ANN,"learning_rate=decrease, use_svm=True, model=1, use_transfer_learning=True, layers=6, neuron1=200, neuron2=100",0.4504685408299866
11,Baseline,,0.5020080321285141
12,ANN,"learning_rate=decrease, use_svm=True, model=1, use_transfer_learning=True, layers=6, neuron1=200, neuron2=100",0.4845147969717825
12,Baseline,,0.5010323468685478
13,ANN,"learning_rate=decrease, use_svm=True, model=1, use_transfer_learning=True, layers=6, neuron1=200, neuron2=100",0.48864418444597385
13,Baseline,,0.5010323468685478
