Evaluation,Model,Parameter,Accuracy
1,ANN,"learning_rate=decrease, layers=4, neuron2=100, neuron1=60",0.2857142857142857
1,ANN,"layers=4, learning_rate=clr, neuron2=100, neuron1=60",0.3571428571428571
1,ANN,"learning_rate=decrease, layers=6, neuron2=100, neuron1=60",0.17857142857142855
1,ANN,"layers=6, learning_rate=clr, neuron2=100, neuron1=60",0.3214285714285714
1,ANN,"learning_rate=decrease, layers=4, neuron2=150, neuron1=60",0.25
1,ANN,"layers=4, learning_rate=clr, neuron2=150, neuron1=60",0.3571428571428571
1,ANN,"learning_rate=decrease, layers=6, neuron2=150, neuron1=60",0.3214285714285714
1,ANN,"layers=6, learning_rate=clr, neuron2=150, neuron1=60",0.3928571428571428
1,ANN,"learning_rate=decrease, neuron2=200, layers=4, neuron1=60",0.32142857142857134
1,ANN,"learning_rate=clr, neuron2=200, layers=4, neuron1=60",0.3214285714285714
1,ANN,"layers=6, neuron2=200, learning_rate=decrease, neuron1=60",0.3928571428571428
1,ANN,"layers=6, learning_rate=clr, neuron2=200, neuron1=60",0.3571428571428571
1,ANN,"learning_rate=decrease, neuron2=300, layers=4, neuron1=60",0.24999999999999997
1,ANN,"learning_rate=clr, neuron2=300, layers=4, neuron1=60",0.4642857142857142
1,ANN,"layers=6, neuron2=300, learning_rate=decrease, neuron1=60",0.3928571428571428
1,ANN,"learning_rate=clr, layers=6, neuron2=300, neuron1=60",0.3571428571428571
1,ANN,"learning_rate=decrease, neuron1=70, neuron2=100, layers=4",0.3928571428571428
1,ANN,"learning_rate=clr, neuron1=70, neuron2=100, layers=4",0.3214285714285714
1,ANN,"learning_rate=decrease, layers=6, neuron1=70, neuron2=100",0.32142857142857134
1,ANN,"layers=6, learning_rate=clr, neuron1=70, neuron2=100",0.25
1,ANN,"learning_rate=decrease, neuron1=70, neuron2=150, layers=4",0.2857142857142857
1,ANN,"learning_rate=clr, neuron1=70, neuron2=150, layers=4",0.3571428571428571
1,ANN,"learning_rate=decrease, layers=6, neuron1=70, neuron2=150",0.3571428571428571
1,ANN,"layers=6, learning_rate=clr, neuron1=70, neuron2=150",0.3214285714285714
1,ANN,"neuron2=200, neuron1=70, learning_rate=decrease, layers=4",0.3928571428571428
1,ANN,"learning_rate=clr, neuron2=200, neuron1=70, layers=4",0.3571428571428571
1,ANN,"layers=6, neuron2=200, neuron1=70, learning_rate=decrease",0.3571428571428571
1,ANN,"layers=6, neuron2=200, neuron1=70, learning_rate=clr",0.3214285714285714
1,ANN,"neuron2=300, neuron1=70, learning_rate=decrease, layers=4",0.2857142857142857
1,ANN,"learning_rate=clr, neuron2=300, neuron1=70, layers=4",0.3571428571428571
1,ANN,"layers=6, neuron2=300, neuron1=70, learning_rate=decrease",0.3928571428571428
1,ANN,"layers=6, neuron2=300, neuron1=70, learning_rate=clr",0.3214285714285714
2,ANN,"learning_rate=decrease, layers=4, neuron2=100, neuron1=60",0.4285714285714285
2,ANN,"layers=4, learning_rate=clr, neuron2=100, neuron1=60",0.3928571428571428
2,ANN,"learning_rate=decrease, layers=6, neuron2=100, neuron1=60",0.3928571428571428
2,ANN,"layers=6, learning_rate=clr, neuron2=100, neuron1=60",0.24999999999999994
2,ANN,"learning_rate=decrease, layers=4, neuron2=150, neuron1=60",0.39285714285714274
2,ANN,"layers=4, learning_rate=clr, neuron2=150, neuron1=60",0.3571428571428571
2,ANN,"learning_rate=decrease, layers=6, neuron2=150, neuron1=60",0.4285714285714285
2,ANN,"layers=6, learning_rate=clr, neuron2=150, neuron1=60",0.35714285714285704
2,ANN,"learning_rate=decrease, neuron2=200, layers=4, neuron1=60",0.39285714285714274
