Evaluation,Model,Parameter,Accuracy
1,ANN,"neuron1=60, model=1, neuron2=100, learning_rate=decrease, use_transfer_learning=True, layers=6, use_svm=True",0.2857142857142857
1,ANN,"neuron1=60, model=1, neuron2=100, learning_rate=decrease, use_svm=False, use_transfer_learning=True, layers=6",0.285714292632682
1,ANN,"neuron1=60, model=1, neuron2=100, learning_rate=clr, use_transfer_learning=True, layers=6, use_svm=True",0.3214285714285714
1,ANN,"neuron1=60, model=1, neuron2=100, use_svm=False, learning_rate=clr, use_transfer_learning=True, layers=6",0.285714292632682
1,ANN,"model=1, neuron2=100, learning_rate=decrease, use_transfer_learning=True, neuron1=128, layers=6, use_svm=True",0.2857142857142857
1,ANN,"model=1, neuron2=100, learning_rate=decrease, use_svm=False, use_transfer_learning=True, neuron1=128, layers=6",0.32142857887915205
1,ANN,"model=1, neuron2=100, learning_rate=clr, use_transfer_learning=True, neuron1=128, layers=6, use_svm=True",0.39285714285714285
1,ANN,"model=1, neuron2=100, use_svm=False, learning_rate=clr, use_transfer_learning=True, neuron1=128, layers=6",0.32142857887915205
1,ANN,"model=1, neuron2=100, learning_rate=decrease, neuron1=200, use_transfer_learning=True, layers=6, use_svm=True",0.2857142857142857
1,ANN,"model=1, neuron2=100, learning_rate=decrease, use_svm=False, neuron1=200, use_transfer_learning=True, layers=6",0.3571428651256221
1,ANN,"model=1, neuron2=100, neuron1=200, learning_rate=clr, use_transfer_learning=True, layers=6, use_svm=True",0.24999999999999997
1,ANN,"model=1, neuron2=100, use_svm=False, neuron1=200, learning_rate=clr, use_transfer_learning=True, layers=6",0.28571428997176035
1,ANN,"neuron1=60, neuron2=100, learning_rate=decrease, use_transfer_learning=True, model=2, layers=6, use_svm=True",0.4285714402794838
1,ANN,"neuron1=60, neuron2=100, learning_rate=decrease, use_svm=False, use_transfer_learning=True, model=2, layers=6",0.28571429529360365
1,ANN,"neuron1=60, neuron2=100, learning_rate=clr, use_transfer_learning=True, model=2, layers=6, use_svm=True",0.285714292632682
1,ANN,"neuron1=60, neuron2=100, use_svm=False, learning_rate=clr, use_transfer_learning=True, model=2, layers=6",0.28571428997176035
1,ANN,"neuron2=100, learning_rate=decrease, use_transfer_learning=True, model=2, neuron1=128, layers=6, use_svm=True",0.28571429529360365
1,ANN,"neuron2=100, learning_rate=decrease, use_svm=False, use_transfer_learning=True, model=2, neuron1=128, layers=6",0.3928571513720921
1,ANN,"neuron2=100, learning_rate=clr, use_transfer_learning=True, model=2, neuron1=128, layers=6, use_svm=True",0.17857143389327185
1,ANN,"neuron2=100, use_svm=False, learning_rate=clr, use_transfer_learning=True, model=2, neuron1=128, layers=6",0.3571428651256221
1,ANN,"neuron2=100, learning_rate=decrease, neuron1=200, use_transfer_learning=True, model=2, layers=6, use_svm=True",0.285714292632682
1,ANN,"neuron2=100, learning_rate=decrease, use_svm=False, neuron1=200, use_transfer_learning=True, model=2, layers=6",0.3571428651256221
1,ANN,"neuron2=100, neuron1=200, learning_rate=clr, use_transfer_learning=True, model=2, layers=6, use_svm=True",0.285714292632682
1,ANN,"neuron2=100, use_svm=False, neuron1=200, learning_rate=clr, use_transfer_learning=True, model=2, layers=6",0.2500000037252903
1,ANN,"neuron1=60, learning_rate=decrease, neuron2=100, model=3, use_transfer_learning=True, layers=6, use_svm=True",0.2500000037252903
1,ANN,"neuron1=60, learning_rate=decrease, neuron2=100, use_svm=False, model=3, use_transfer_learning=True, layers=6",0.28571428997176035
1,ANN,"neuron1=60, neuron2=100, model=3, learning_rate=clr, use_transfer_learning=True, layers=6, use_svm=True",0.28571428997176035
1,ANN,"neuron1=60, neuron2=100, use_svm=False, model=3, learning_rate=clr, use_transfer_learning=True, layers=6",0.25000000638621195
1,ANN,"neuron2=100, learning_rate=decrease, model=3, use_transfer_learning=True, neuron1=128, layers=6, use_svm=True",0.32142857887915205
1,ANN,"neuron2=100, learning_rate=decrease, use_svm=False, model=3, use_transfer_learning=True, neuron1=128, layers=6",0.25000000638621195
1,ANN,"neuron2=100, model=3, learning_rate=clr, use_transfer_learning=True, neuron1=128, layers=6, use_svm=True",0.28571428997176035
1,ANN,"neuron2=100, use_svm=False, model=3, learning_rate=clr, use_transfer_learning=True, neuron1=128, layers=6",0.28571428997176035
1,ANN,"neuron2=100, learning_rate=decrease, model=3, neuron1=200, use_transfer_learning=True, layers=6, use_svm=True",0.3571428651256221
1,ANN,"neuron2=100, learning_rate=decrease, use_svm=False, model=3, neuron1=200, use_transfer_learning=True, layers=6",0.32142857887915205
1,ANN,"neuron2=100, model=3, neuron1=200, learning_rate=clr, use_transfer_learning=True, layers=6, use_svm=True",0.21428571747882025
